Licensee,Address,City,State,Zip,Lat,Long,TotalMedicalSales,TotalAdultUseSales,TotalSalesAll,acquired_datestamp
High Class/ Retail Agua Fria St Suite 10,2778 Agua Fria St Suite 5,Santa Fe,NM,87507,35.66483,-105.99294,30623.21,45067.84,75691.05,2023-01-04-124529
High Desert Cannabis Llc/ Retail Rio Grande Blvd Nw Suite B,2400 Rio Grande Blvd NW Suite B,Albuquerque,NM,87104,35.11797,-106.67492,19144.42,142768.49,161912.9,2023-01-04-124529
High Desert Relief Dispensary,4840-H Pan American East Freeway,Albuquerque,NM,87109,35.13641,-106.60167,2276716.65,740629.27,3017345.92,2023-01-04-124529
High Desert Relief Dispensary,3320-A Coors Blvd NW,Albuquerque,NM,87120,35.106803,-106.704488,1768373.3,743788.43,2512161.73,2023-01-04-124529
High Desert Relief Dispensary,5041 Main Street,Santa Fe,NM,87507,35.436228,-106.12303,877852.16,663653.17,1541505.33,2023-01-04-124529
High Horse Investment Llc - Mcnutt Rd Retail,580 S. Valley Suite 300,Las Cruces,NM,88005,32.2913,-106.78413,115132.5,152651.18,267783.68,2023-01-04-124529
High Horse Investment Llc- County Line Dr Retail,545 S County Line Dr Ste B,Chaparral,NM,88081,32.03668,-106.37658,164104.5,536791.42,700895.92,2023-01-04-124529
High Noon Cannabis Llc - Franklin St Retail,629 N Franklin St,Hatch,NM,87937,32.67187,-107.15405,11922.23,24847.36,36769.59,2023-01-04-124529
High Noon/ Retail W Aztec Blvd,2210 W Aztec Blvd,Aztec,NM,87410,36.82493,-108.03061,332.86,108663.51,108996.37,2023-01-04-124529
High Valley Cannabis Co Llc/ Retail Archangel Way,100 Archangel Way,Chaparral,NM,88081,32.00219,-106.35541,0.0,8.0,8.0,2023-01-04-124529
Honeybudz Llc - Main St Retail,9 Main St,Clayton,NM,88415,36.45164,-103.18504,12283.86,96509.58,108793.44,2023-01-04-124529
Honeybudz Llc - Main St Retail,422 Monroe St,Clayton,NM,88415,36.44927,-103.19143,1390.77,16143.69,17534.46,2023-01-04-124529
"Icanna Llc - N Valley Dr, Lc",505 N Valley Dr,Las Cruces,NM,88005,32.309658,-106.796248,35427.09,280467.11,315894.2,2023-01-04-124529
Keyway - Dispensary -Open,24 Bisbee Ct.,Santa Fe,NM,87508,35.596836,-106.041777,402033.94,389056.27,791090.21,2023-01-04-124529
Keyway Albuquerque Dispensary,"9880 Montgomery Blvd. NE, Ste. C",Albuquerque,NM,87111,35.130603,-106.500279,261628.83,165509.76,427138.59,2023-01-04-124529
Keyway Albuquerque Dispensary,"5659 Jefferson Street NE, Suite A",Albuquerque,NM,87109,35.142281,-106.595766,416787.84,307759.93,724547.77,2023-01-04-124529
Keyway Inc/ Retail South First Street,603 South First Street,Clayton,NM,88451,36.44623,-103.18059,5454.05,43590.03,49044.08,2023-01-04-124529
Keyway- Retail,1592 San Mateo Lane,Santa Fe,NM,87505,35.66448,-105.96186,196703.87,153402.33,350106.2,2023-01-04-124529
"Kijani Corp - Wyoming Blvd, Abq",343 Wyoming Blvd NE,Albuquerque,NM,87123,35.07974,-106.55069,44292.37,113397.43,157689.8,2023-01-04-124529
Kindlife Kirtland Llc/ Retail Highway 64,4354 Highway 64,Kirtland,NM,87417,36.7356,-108.33059,13088.15,140353.42,153441.57,2023-01-04-124529
Kine Llc - Durazno St Retail,100 Durazno St,Tularosa,NM,88352,33.07614,-106.01649,10.0,0.0,10.0,2023-01-04-124529
"Kure, Inc.",628 Old Las Vegas Hwy,Santa Fe,NM,87508,35.548967,-105.826664,75301.5,98444.0,173745.5,2023-01-04-124529
"Kure, Inc. - Dispensary",220 N. Guadalupe Street,Santa Fe,NM,87507,35.68968,-105.94422,348667.85,654362.94,1003030.79,2023-01-04-124529
"Kure, Inc. Dispensary Santa Fe Second Location",2891 Cooks Road,Santa Fe,NM,87507,35.662744,-105.993306,2104.0,0.0,2104.0,2023-01-04-124529
"Kushology 101 Llc - Ohara Rd, Retail",1600 E OHara Rd,Anthony,NM,88021,32.02397,-106.59576,49003.81,440915.17,489918.98,2023-01-04-124529
Kustom Kush Llc - Central Retail,7401 Central NE,Albuquerque,NM,87108,35.0757,-106.56504,2410.1,5383.3,7793.4,2023-01-04-124529
La Flor Dispensary/ Retail Central Ave Se,1301 San Mateo Blvd NE,Albuquerque,NM,87110,35.09012,-106.58666,24.3,0.0,24.3,2023-01-04-124529
La Luz Organics Llc - Camino Del Pueblo Retail,961 S Camino Del Pueblo,Bernalillo,NM,87004,35.312253,-106.547332,17440.34,76884.59,94324.93,2023-01-04-124529
Laggray Llc,3023 S First St,Tucumcari,NM,88401,35.16668,-103.738115,88696.55,782159.72,870856.27,2023-01-04-124529
Laughing Leaf Dispensary- St Francis Retail,900 St Francis Dr,Tularosa,NM,88352,33.07525,-106.01889,8847.41,18385.24,27232.65,2023-01-04-124529
Leaf And Flower Llc,11719 Menaul Blvd NE,Albuquerque,NM,87112,35.10907,-106.51008,16765.66,23929.08,40694.74,2023-01-04-124529
Leaf And Flower Llc,10601 Central Ave NE,Albuquerque,NM,87123,35.07178,-106.5296,156985.9,306429.22,463415.12,2023-01-04-124529
Leaf And Flower Llc,1634 Alameda Blvd NW,Albuquerque,NM,87114,35.20161,-106.6469,752.38,3003.1,3755.48,2023-01-04-124529
Leaf And Flower Llc,6015 4th St NW,Albuquerque,NM,87107,35.13857,-106.641295,215257.96,407410.25,622668.21,2023-01-04-124529
Leaf And Flower Llc,5910 Gibson Blvd SE,Albuquerque,NM,87108,35.05808,-106.5767,77047.93,110855.52,187903.45,2023-01-04-124529
Leaf Republic - Hwy 314 Nw Retail,127 Hwy 314 NW,Los Lunas,NM,87031,34.80792,-106.736,0.0,51755.53,51755.53,2023-01-04-124529
Loves Cannabis,1220 Eubank Blvd NE Ste B,Albuquerque,NM,87112,35.121251,-106.533379,102740.08,306413.66,409153.74,2023-01-04-124529
Ltdm Llc - Isleta Blvd Retail,468 Isleta Blvd SW,Albuquerque,NM,87105,35.06194,-106.66743,92807.94,201499.47,294307.41,2023-01-04-124529
M Thomas Llc - Main St Retail,2215A S Main St,Las Cruces,NM,88005,32.2859,-106.77286,4659.5,11073.0,15732.5,2023-01-04-124529
M.R.R.S. Llc - San Mateo Retail,2130 San Mateo Blvd NE Ste B,Albuquerque,NM,87110,35.10119,-106.58605,19987.19,62221.86,82209.05,2023-01-04-124529
"Madrid Cannabis, Inc - Railyard Ln, Retail",8 Railyard Ln,Madrid,NM,87010,35.40579,-106.15185,26317.19,110672.39,136989.58,2023-01-04-124529
Marcos Antonio Pagan Cartigiano - San Pedro - Retail,301 San Pedro NE,Albuquerque,NM,87108,35.0809,-106.57774,722.06,37140.06,37862.12,2023-01-04-124529
Masbuds Llc - Wyatt Dr Retail,142 Wyatt Dr,Las Cruces,NM,88005,32.299626,-106.775955,23996.97,42856.68,66853.65,2023-01-04-124529
May Flower - 5Th St Retail,301 S 5th St,Estancia,NM,87016,34.761763,-106.05543,43395.32,127331.96,170727.28,2023-01-04-124529
Mcgfarms Llc/ Retail Calle De Dan Albino,2309 Calle de Albino Suite 3,Mesilla,NM,88046,32.27504,-106.79486,2223.44,15187.09,17410.53,2023-01-04-124529
Mellow Harvest Dispensary Llc/ Retail N Canal St,117 N Canal St,Carlsbad,NM,88220,32.427428,-104.228973,60877.08,126442.33,187319.41,2023-01-04-124529
Mellow Harvest Dispensary Llc/ Retail N Canal St,117 S Canyon St,Carlsbad,NM,88220,32.41963,-104.22783,77804.38,193513.97,271318.35,2023-01-04-124529
Mercan Dreams Llc - Camino Del Pueblo Retail,872 Camino Del Pueblo,Bernalillo,NM,87004,35.30283,-106.5496,171.0,62901.44,63072.44,2023-01-04-124529
Mercan Dreams Llc- Berna Retail,965 US-550 Ste B,Bernalillo,NM,87004,35.32449,-106.56359,0.0,81560.51,81560.51,2023-01-04-124529
Minerva Canna Group Dispensary - Albuquerque,5800 Gibson SE,Albuquerque,NM,87106,35.059009,-106.633823,458805.96,581389.87,1040195.83,2023-01-04-124529
Minerva Canna Group Dispensary - Los Lunas,336 Main Street,Los Lunas,NM,87031,34.804828,-106.705262,612838.61,452605.27,1065443.88,2023-01-04-124529
Minerva Canna Group Dispensary- Alameda,3410 Hwy 528 NW Suite 105,Albuquerque,NM,87114,35.084103,-106.650985,428661.32,343011.11,771672.43,2023-01-04-124529
Minerva Canna Group Dispensary- Las Vegas,503 6th Street,Las Vegas,NM,87701,35.599036,-105.217728,330205.23,267788.17,597993.4,2023-01-04-124529
Minerva Canna Group Dispensary- Santa Fe/ Consumption,1710 Cerrillos Road,Santa Fe,NM,87507,35.666544,-105.969869,451009.59,609017.01,1060026.6,2023-01-04-124529
Minerva Canna Group Dispensary-Bernalillo,113 W. Hwy 550,Bernalillo,NM,87004,35.31872,-106.54613,458997.87,593233.61,1052231.48,2023-01-04-124529
Minerva Retail,125 E. Water St,Santa Fe,NM,87501,35.68644,-105.9389,114828.23,557515.36,672343.59,2023-01-04-124529
Mj Alta Vida Products Llc - San Mateo Retail,3094 San Mateo Blvd NE Ste 3100B,Albuquerque,NM,87110,35.084103,-106.650985,46976.14,106438.04,153414.18,2023-01-04-124529
Mj Express-O,755 S Telshor Blvd.. Bldg A,Las Cruces,NM,88011,32.31132,-106.74093,1972217.98,2010928.66,3983146.64,2023-01-04-124529
Mj Express-O,203 S. Foch Street,Truth or Consequences,NM,87901,33.126323,-107.254215,793960.76,453541.71,1247502.47,2023-01-04-124529
Mj Express-O Albuquerque,"417 Tramway Blvd. NE, Suite 2",Albuquerque,NM,87123,35.086878,-106.497335,1436702.3,1741175.33,3177877.63,2023-01-04-124529
Modern Medz Pharm/ Retail Bosque Farms Blvd,1495 Bosque Farms Blvd,Bosque Farms,NM,87068,34.860946,-106.690717,7758.74,14229.42,21988.16,2023-01-04-124529
Monster House Smoke Llc/ Retail N Solano Dr,301 N Solano Dr,Las Cruces,NM,88001,32.314959,-106.766892,48541.79,107030.72,155572.51,2023-01-04-124529
Mothers Meds Llc/ Retail E Main St Suite 105,5100 E Main St Suite 105,Farmington,NM,87402,36.76879,-108.1454,4813.98,17636.24,22450.22,2023-01-04-124529
Mountain High Express,2381 Frontage Rd,Chama,NM,87520,34.09373,-106.89839,10076.53,82985.76,93062.29,2023-01-04-124529
Munchiez Cannabis Llc - Sudderth Dr Retail,1715 Sudderth Dr,Ruidoso,NM,88345,33.328558,-105.663388,251424.63,959943.67,1211368.3,2023-01-04-124529
Natural Rx,4320 Lead Avenue SE,Albuquerque,NM,87108,35.07554,-106.59678,475567.76,605172.21,1080739.97,2023-01-04-124529
Natural Rx,508 Hwy. 85,Socorro,NM,87801,34.057277,-106.893017,400187.24,330985.15,731172.39,2023-01-04-124529
Natural Rx,3414 State Hwy 47,Los Lunas,NM,87031,34.802146,-106.701674,204654.61,115988.88,320643.49,2023-01-04-124529
Natural Rx,8612 PASEO ALAMEDA SUITE E,Albuquerque,NM,87113,35.084103,-106.650985,87409.79,79946.57,167356.36,2023-01-04-124529
Natural Rx Dispensary,2220 Grande Blvd. Suite C,Rio Rancho,NM,87124,35.233375,-106.664472,401075.48,300278.48,701353.96,2023-01-04-124529
Natures Secret Cannabis - 4Th St Retail,2523 4th St NW,Albuquerque,NM,87102,35.091249,-106.650342,460683.57,1228457.9,1689141.47,2023-01-04-124529
Natures Solution -,1220 E Mabry Dr,Clovis,NM,88101,34.3984,-103.19055,5908.47,31518.76,37427.24,2023-01-04-124529
New Heights Dispensary Inc/ Retail Chama St Ne Ste B,516 Chama St NE Ste B,Albuquerque,NM,87108,35.08425,-106.56604,5830.61,30571.54,36402.15,2023-01-04-124529
New Mexico Alternative Care,534 East Broadway,FARMINGTON,NM,87401,36.719687,-108.182395,374900.01,799495.71,1174395.72,2023-01-04-124529
New Mexico Drip Llc - Central Ave Retail,9012 Central Ave SE,Albuquerque,NM,87123,35.0694,-106.509661,6328.46,15301.65,21630.11,2023-01-04-124529
New Mexico Top Organics  Coors,5115 Coors Blvd. NW,Albuquerque,NM,87120,35.1451,-106.69436,352271.2,250820.09,603091.29,2023-01-04-124529
New Mexico Top Organics Ultra Health Inc,"4 George Court Suites B, C, D",Edgewood,NM,87015,35.061436,-106.191414,363948.33,604522.37,968470.7,2023-01-04-124529
New Mexico Top Organics Ultra Health Inc,1965 Bataan Memorial,Las Cruces,NM,88012,32.351383,-106.76682,365685.91,292197.69,657883.6,2023-01-04-124529
New Mexico Top Organics Ultra Health Inc,745 Highway 64,Eagle Nest,NM,87718,36.55253,-105.25568,44084.6,277587.37,321671.97,2023-01-04-124529
New Mexico Top Organics Ultra Health Inc,824 E Route 66,Tucumcari,NM,88401,35.165084,-103.75884,196850.92,163351.21,360202.13,2023-01-04-124529
New Mexico Top Organics Ultra Health Inc,"1155 McNutt, Building B",Sunland Park,NM,88063,31.79427,-106.55807,145152.35,598875.87,744028.22,2023-01-04-124529
Nm Altitude Retail,1100 State Highway 528 Ne Suite A,Rio Rancho,NM,87144,35.233375,-106.664472,204855.92,490105.28,694961.2,2023-01-04-124529
Nm Altitude Retail, 1100 State Highway 528 Ne Suite A,Rio Rancho,NM,87144,35.233375,-106.664472,176377.96,427693.07,604071.03,2023-01-04-124529
Nm Green Door Llc/ Retail E Brazos,815 E Brazos,Portales,NM,88130,34.19042,-103.33015,9414.5,6318.0,15732.5,2023-01-04-124529
Nmto- Ultra Health Clovis Dispensary,1512 N. Prince,Clovis,NM,88101,34.393582,-103.196566,805960.17,750537.39,1556497.56,2023-01-04-124529
Nmto- Ultra Health Los Lunas Dispensary,5A Thomas Road,Los Lunas,NM,87031,34.814209,-106.761307,490472.5,283586.89,774059.39,2023-01-04-124529
Nmto- Ultra Health Sunland Park Dispensary,1155 McNutt Road,Sunland Park,NM,88063,31.80968,-106.590955,658102.5,5283499.18,5941601.68,2023-01-04-124529
Nmto- Ultra Healthalamogordo Dispensary,601 N White Sands Blvd,Alamogordo,NM,88310,32.901511,-105.960298,1213690.42,754592.32,1968282.74,2023-01-04-124529
Nmto-Ultra Health,524 S. 1st St.,Clayton,NM,88415,36.44344,-103.179361,88804.52,359547.29,448351.81,2023-01-04-124529
Nmto-Ultra Health,1907 St. Michaels Drive,Santa Fe,NM,87505,35.65991,-105.96898,373637.13,349106.88,722744.01,2023-01-04-124529
Nmto-Ultra Health,7401 Menaul Blvd. NE,Albuquerque,NM,87110,35.108845,-106.531508,483262.41,341376.16,824638.57,2023-01-04-124529
Nmto-Ultra Health,255 Camino Don Tomas,Bernalillo,NM,87004,35.31752,-106.5534,431829.64,395629.1,827458.74,2023-01-04-124529
Nmto-Ultra Health,3213 Central Ave. NE,Albuquerque,NM,87106,35.081436,-106.626727,292467.23,381875.07,674342.3,2023-01-04-124529
Nmto-Ultra Health,"100 Coors Blvd., NW",Albuquerque,NM,87120,35.08052,-106.70997,563227.4,689556.97,1252784.37,2023-01-04-124529
Nmto-Ultra Health,"3851 Southern Blvd., SE",Rio Rancho,NM,87124,35.241546,-106.670425,686607.75,666574.14,1353181.89,2023-01-04-124529
Nmto-Ultra Health,"201 San Pedro, SE, Ste C",Albuquerque,NM,87108,35.134453,-106.577532,415933.3,361535.39,777468.69,2023-01-04-124529
Nmto-Ultra Health,3211 N Dal Paso,Hobbs,NM,88240,32.733511,-103.12758,848643.3,2412337.39,3260980.69,2023-01-04-124529
Nmto-Ultra Health 4Th Street Dispensary,5700 4th Street NW,Albuquerque,NM,87109,35.134968,-106.641969,327238.57,342333.7,669572.27,2023-01-04-124529
Nmto-Ultra Health Espanola Dispensary,811 A. North Riverside Drive,Espanola,NM,87532,36.023218,-106.06371,613973.08,544398.56,1158371.64,2023-01-04-124529
Nmto-Ultra Health Farmington Dispensary,"4251 E. Main Street, Ste.s DE",Farmington,NM,87402,36.774322,-108.133162,252421.14,565112.55,817533.69,2023-01-04-124529
Nmto-Ultra Health Gallup Dispensary,200 W. Coal Ave,Gallup,NM,87301,35.523346,-108.756814,348923.54,1494240.7,1843164.24,2023-01-04-124529
Nmto-Ultra Health Las Cruces Dispensary,"1600 South Valley Drive, Suite D",Las Cruces,NM,88005,32.29048,-106.78447,1264725.91,1149492.0,2414217.91,2023-01-04-124529
Nmto-Ultra Health Las Vegas Dispensary,252/254 Mills Ave.,Las Vegas,NM,87701,35.605472,-105.22287,215811.92,228953.49,444765.41,2023-01-04-124529
Nmto-Ultra Health Roswell Dispensary,"2800 N. Main Street, Suite 4",Roswell,NM,88201,33.42811,-104.52366,521828.09,333291.09,855119.18,2023-01-04-124529
Nmto-Ultra Health Santa Fe Dispensary,3875 Cerrillos Rd,Santa Fe,NM,87507,35.620423,-106.028899,173219.12,120158.46,293377.58,2023-01-04-124529
Nmto-Ultra Health Silver City Dispensary,2320 Highway 180 East,Silver City,NM,88061,32.78734,-108.25122,1117206.85,747397.63,1864604.48,2023-01-04-124529
Northstar Investments Llc/ Retail Rinconada Blvd,3330 Rinconada Blvd,Las Cruces,NM,88011,32.36239,-106.74619,477.1,1365.9,1843.0,2023-01-04-124529
Occ Abq Llc,426 E Main St,Farmington,NM,87401,36.739005,-108.177531,90782.5,426065.5,516848.0,2023-01-04-124529
Occ Abq Llc,6311 Lomas Blvd NE,Albuquerque,NM,87111,35.08762,-106.57673,120517.5,180075.5,300593.0,2023-01-04-124529
Occ Abq Llc,2925 Juan Tabo Blvd NE,Albuquerque,NM,87112,35.11593,-106.51609,379503.46,674824.67,1054328.13,2023-01-04-124529
Onestopsmokeshopvaper@Accessories - San Pedro Retail,1713 San Pedro Dr NE,Albuquerque,NM,87110,35.10918,-106.577475,6233.0,23514.0,29747.0,2023-01-04-124529
Organ Mountain Organix Llc - El Paseo Rd Retail,1300 El Paseo Rd Ste 1,Las Cruces,NM,88001,32.296563,-106.772954,68298.79,271820.01,340118.8,2023-01-04-124529
Organ Mountain Wellness Llc - Retail,1590 E Lohman Ave,Las Cruces,NM,88001,32.308852,-106.764603,358387.69,1230008.25,1588395.94,2023-01-04-124529
Organtica,1912 N. Date Street,Truth or Consequences,NM,87901,33.14949,-107.24652,324001.68,307906.86,631908.54,2023-01-04-124529
Organtica,4001 Menaul Avenue NE,Albuquerque,NM,87110,35.10947,-106.59901,531951.94,504618.57,1036570.51,2023-01-04-124529
Organtica,1001 N. Pope Street,Silver City,NM,88061,32.777642,-108.275913,549743.89,536715.85,1086459.74,2023-01-04-124529
Organtica- Retail,3900 Central AV SW,Albuquerque,NM,87102,35.08668,-106.68291,156646.85,354314.9,510961.75,2023-01-04-124529
Outlaw Herbs - Ft Sumner Retail,731 4th St,Fort Sumner,NM,88119,34.476704,-104.245412,29746.76,74368.26,104115.02,2023-01-04-124529
Pajarito Healing Herb Llc/ Retail Isleta Blvd Sw,6016 Isleta Blvd SW,Albuquerque,NM,87105,34.98978,-106.69541,23201.71,63016.09,86217.8,2023-01-04-124529
Paradise Distro Llc,4615 Menaul Blvd NE Ste A,Albuquerque,NM,87110,35.10955,-106.59206,0.0,9495.06,9495.06,2023-01-04-124529
"Pecos Oasis, Llc- Retail",221 South Canyon Street,Carlsbad,NM,88220,32.41819,-104.22785,49925.71,293229.68,343155.39,2023-01-04-124529
"Pecos Oasis, Llc- Retail", 221 South Canyon Street,Carlsbad,NM,88220,32.419142,-104.227722,34737.54,162047.86,196785.4,2023-01-04-124529
Pecos Valley - Dispensary,2460 Locust Street,Las Cruces,NM,88001,32.299545,-106.755778,672045.57,730821.46,1402867.03,2023-01-04-124529
Pecos Valley - Dispensary,313 W. Country Club,Roswell,NM,88201,33.394328,-104.522952,1030195.78,1022586.75,2052782.53,2023-01-04-124529
Pecos Valley - Production,"3050 Roadrunner Parkway, Ste A2",Las Cruces,NM,88011,32.336029,-106.750329,805178.8,806977.23,1612156.03,2023-01-04-124529
Pecos Valley - Production,4000 East Hobson Rd.,Roswell,NM,88203,33.31949,-104.39468,660.0,0.0,660.0,2023-01-04-124529
Pecos Valley - Production,300 N White Sands Blvd.,Alamogordo,NM,88310,32.901511,-105.960298,807800.09,463834.3,1271634.39,2023-01-04-124529
Pecos Valley Dispensary-Clovis,5021 N. Prince,Clovis,NM,88101,34.393582,-103.196566,581936.66,768290.86,1350227.52,2023-01-04-124529
Pecos Valley Pharmaceuticals,251 98th St,Albuquerque,NM,87121,35.07657,-106.74469,355179.51,877701.87,1232881.38,2023-01-04-124529
Pecos Valley Pharmaceuticals,810 W. Mermod St.,Carlsbad,NM,88220,32.420402,-104.236143,781594.35,774385.67,1555980.02,2023-01-04-124529
Pecos Valley Pharmaceuticals - Sunland Park,1925 Appaloosa Dr,Sunland Park,NM,88063,31.820033,-106.590547,649852.87,3312255.61,3962108.48,2023-01-04-124529
Pecos Valley Pharmaceuticals- 1St Retail,501 S. 1st  St,Artesia,NM,88210,32.83789,-104.39694,187899.88,351145.33,539045.21,2023-01-04-124529
Pecos Valley Pharmaceuticals- Retail Navajo,310 W Navajo Dr,Hobbs,NM,88240,32.740209,-103.140955,373910.41,839166.95,1213077.36,2023-01-04-124529
Pecos Valley Production Dispensary,311 W. Broadway Street,Hobbs,NM,88240,32.700817,-103.142412,982995.37,2926843.31,3909838.68,2023-01-04-124529
Pecos Valley Production Dispensary,215 E 2nd Street,Portales,NM,88130,34.18708,-103.33508,610656.8,377578.57,988235.37,2023-01-04-124529
Pecos Valley Retail,1942 Old 66 HWY,Edgewood,NM,87105,35.061436,-106.191414,469241.63,667460.15,1136701.78,2023-01-04-124529
Pecos Valley- Dispensary,5200 Eubank Blvd NE Ste A2,Albuquerque,NM,87111,35.13796,-106.53162,83227.6,116784.99,200012.59,2023-01-04-124529
Pecos Valley- Dispensary,5200 Eubank Blvd NE,Albuquerque,NM,87111,35.154232,-106.524295,181691.55,264703.32,446394.87,2023-01-04-124529
Pecos Valley- Retail,300 Granada St,Tularosa,NM,88352,33.073973,-106.018602,299752.31,292848.92,592601.23,2023-01-04-124529
Pecos Valley-Dispensary,812 N. Canal Street,Carlsbad,NM,88220,32.427428,-104.228973,333359.54,441263.54,774623.08,2023-01-04-124529
Pecos Valley-Dispensary Ruidoso,1000 Sudderth Drive,Ruidoso,NM,88345,33.328558,-105.663388,701377.43,910529.65,1611907.08,2023-01-04-124529
Pharmtrue Llc,227 S Main St,Las Cruces,NM,88001,32.30829,-106.77788,1634.6,293.0,1927.6,2023-01-04-124529
Pueblo Of Pojoaque Wo Povi Cannabis,68 Cities of Gold Rd,Santa Fe,NM,87506,35.88349,-106.01439,137993.1,346217.03,484210.13,2023-01-04-124529
Puff On 66 Llc - Route 66 Retail,912 E Route 66 Blvd,Tucumcari,NM,88401,35.17166,-103.7157,47095.52,331221.1,378316.62,2023-01-04-124529
Pur Life Retail, 7001 Montgomery Blvd,Albuquerque,NM,87109,35.131252,-106.607363,408380.85,722148.36,1130529.21,2023-01-04-124529
Pur Life Retail,7001 Montgomery Blvd,Albuquerque,NM,87109,35.13105,-106.56828,254300.87,493501.07,747801.94,2023-01-04-124529
"Purlife - Us-550 S, Bernalillo",501 US-550 S,Bernalillo,NM,87004,35.321882,-106.556403,565534.33,1382201.16,1947735.49,2023-01-04-124529
Purlife Dispensary,9800 Montgomery Blvd NE,Albuquerque,NM,87110,35.130738,-106.522295,1303840.26,1430943.37,2734783.63,2023-01-04-124529
Purlife Dispensary,1000 Golf Course Rd SE,Rio Rancho,NM,87124,35.229916,-106.67708,1687578.68,2258195.07,3945773.75,2023-01-04-124529
Purlife Dispensary,3821-F Menaul Blvd. NE,Albuquerque,NM,87110,35.10946,-106.60152,1423258.19,1967078.21,3390336.4,2023-01-04-124529
Purlife Dispensary,123 N. White Sands Blvd,Alamogordo,NM,88310,32.901511,-105.960298,2148951.58,2076077.05,4225028.63,2023-01-04-124529
Purlife Dispensary - Clovis,4101 North Prince St,Clovis,NM,88101,34.399485,-103.19657,942490.75,1383438.85,2325929.6,2023-01-04-124529
Purlife Dispensary Farmington,"3024 E. Main Street, Suite A.",Farmington,NM,87042,36.774322,-108.133162,845045.14,610146.0,1455191.14,2023-01-04-124529
Purlife Retail,2011 Mountain Road NW,Albuquerque,NM,87104,35.09859,-106.66864,55408.39,90602.84,146011.23,2023-01-04-124529
Purlife Retail, 301 N GRIMES ST,Hobbs,NM,88240,32.714508,-103.144847,367428.63,1356311.64,1723740.27,2023-01-04-124529
Purlife Retail,301 N GRIMES ST,Hobbs,NM,88240,32.70372,-103.14509,247360.92,1423589.71,1670950.63,2023-01-04-124529
Purlife Retail,325 S MAIN ST,Roswell,NM,88203,33.39005,-104.52232,27536.28,41409.06,68945.34,2023-01-04-124529
Purlife/ Retail Cerrillos Rd Ste L,3140 Cerrillos Rd Ste L,Santa Fe,NM,87507,35.65283,-105.99494,2029.1,3687.02,5716.12,2023-01-04-124529
"R Greenleaf Organics Inc/ Retail Appaloosa Unit 1,2","1541 Appaloosas Unit 1, 2, Crossing Offices",Sunland Park,NM,88063,31.80121,-106.56456,29295.56,343291.43,372586.99,2023-01-04-124529
R R Hempire Llc - 401 Ralph Retail,401 Ralph,Chaparral,NM,88081,32.02362,-106.36059,3854.64,15668.41,19523.05,2023-01-04-124529
R. Greenleaf Organics,110 Yale SE,Albuquerque,NM,87106,35.08011,-106.62173,10350.6,13865.99,24216.59,2023-01-04-124529
R. Greenleaf Organics,2235-2245 Main St SE,Los Lunas,NM,87031,34.80428,-106.70548,43734.64,44957.29,88691.93,2023-01-04-124529
R. Greenleaf Organics Dispensary,10250 Cottonwood Park NW,Albuquerque,NM,87114,35.203646,-106.655196,2301627.54,2171736.63,4473364.17,2023-01-04-124529
R. Greenleaf Organics Dispensary,4414 Menaul Blvd. NE,Albuquerque,NM,87110,35.108845,-106.531508,2311114.85,1821750.87,4132865.72,2023-01-04-124529
R. Greenleaf Organics Dispensary,4014 Central Avenue SE,Albuquerque,NM,87108,35.079398,-106.601646,1340722.3,1228284.75,2569007.05,2023-01-04-124529
R. Greenleaf Organics Dispensary,5201 Ouray NW,Albuquerque,NM,87120,35.112756,-106.699706,2874555.83,2664153.82,5538709.65,2023-01-04-124529
R. Greenleaf Organics Dispensary Grants,899 East Roosevelt,Grants,NM,87020,35.161192,-107.826608,1189267.18,1276248.28,2465515.46,2023-01-04-124529
R. Greenleaf Organics Dispensary Las Cruces,2750 Mall Dr. SE,Las Cruces,NM,88011,32.307142,-106.74188,2454017.27,2697185.28,5151202.55,2023-01-04-124529
R. Greenleaf Organics Dispensary Las Vegas,615 E. Lincoln St,Las Vegas,NM,87701,35.593192,-105.211777,719244.73,614273.64,1333518.37,2023-01-04-124529
R. Greenleaf Organics Dispensary Roswell,4311 N. Main Street,Roswell,NM,88201,33.44699,-104.52273,1353675.8,752834.98,2106510.78,2023-01-04-124529
R. Greenleaf Organics Dispensary Santa Fe,403 W. Cordova Rd,Santa Fe,NM,87505,35.672445,-105.949191,698403.59,1020513.74,1718917.33,2023-01-04-124529
R. Greenleaf Organics Inc - Clovis Retail,2009 Ross,Clovis,NM,88101,34.42672,-103.197861,104585.96,119149.41,223735.37,2023-01-04-124529
R. Greenleaf Organics Inc - Sudderth Retail,360 Sudderth,Ruidoso,NM,88345,33.32286,-105.63569,90656.11,222687.29,313343.4,2023-01-04-124529
R. Greenleaf Organics Inc - White Sands Blvd Retail,101 N White Sands Blvd,Alamogordo,NM,88310,32.89043,-105.96053,1340.15,2252.01,3592.16,2023-01-04-124529
"R. Greenleaf Organics, Inc.",9821 Montgomery Blvd,Albuquerque,NM,87111,35.130603,-106.500279,1984775.99,1259515.55,3244291.54,2023-01-04-124529
Raw Greens Llc - San Mateo Retail,2639 San Mateo Blvd,Albuquerque,NM,87110,35.11067,-106.58671,9261.36,22884.04,32145.4,2023-01-04-124529
Red Barn Growers,1005 East 66 Avenue,Gallup,NM,87301,35.528357,-108.743949,540517.64,1592399.98,2132917.62,2023-01-04-124529
