Licensee,Address,City,State,Zip,Lat,Long,TotalMedicalSales,TotalAdultUseSales,TotalSalesAll,acquired_datestamp
"Icanna Llc - N Valley Dr, Lc",505 N Valley Dr,Las Cruces,NM,88005,32.309658,-106.796248,26922.7,241155.6,268078.3,2022-12-02-154633
Keyway - Dispensary -Open,24 Bisbee Ct.,Santa Fe,NM,87508,35.596836,-106.041777,366399.5,349102.9,715502.4,2022-12-02-154633
Keyway Albuquerque Dispensary,"9880 Montgomery Blvd. NE, Ste. C",Albuquerque,NM,87111,35.130603,-106.500279,245987.39,154755.05,400742.44,2022-12-02-154633
Keyway Albuquerque Dispensary,"5659 Jefferson Street NE, Suite A",Albuquerque,NM,87109,35.142281,-106.595766,386108.8,283135.24,669244.04,2022-12-02-154633
Keyway- Retail,1592 San Mateo Lane,Santa Fe,NM,87505,35.662261,-105.961604,172081.05,136771.69,308852.74,2022-12-02-154633
"Kijani Corp - Wyoming Blvd, Abq",343 Wyoming Blvd NE,Albuquerque,NM,87123,35.07974,-106.55069,34004.3,85323.82,119328.12,2022-12-02-154633
Kindlife Kirtland Llc/ Retail Highway 64,4354 Highway 64,Kirtland,NM,87417,36.7356,-108.33059,8493.75,87353.34,95847.09,2022-12-02-154633
Kine Llc - Durazno St Retail,100 Durazno St,Tularosa,NM,88352,33.07614,-106.01649,10.0,0.0,10.0,2022-12-02-154633
"Kure, Inc.",628 Old Las Vegas Hwy,Santa Fe,NM,87508,35.548967,-105.826664,56521.0,73036.0,129557.0,2022-12-02-154633
"Kure, Inc. - Dispensary",220 N. Guadalupe Street,Santa Fe,NM,87507,35.68968,-105.94422,317129.85,590001.44,907131.29,2022-12-02-154633
"Kure, Inc. Dispensary Santa Fe Second Location",2891 Cooks Road,Santa Fe,NM,87507,35.662744,-105.993306,2104.0,0.0,2104.0,2022-12-02-154633
"Kushology 101 Llc - Ohara Rd, Retail",1600 E OHara Rd,Anthony,NM,88021,32.02397,-106.59576,27881.67,283001.54,310883.21,2022-12-02-154633
Kustom Kush Llc - Central Retail,7401 Central NE,Albuquerque,NM,87108,35.0757,-106.56504,139.0,205.0,344.0,2022-12-02-154633
La Luz Organics Llc - Camino Del Pueblo Retail,961 S Camino Del Pueblo,Bernalillo,NM,87004,35.312253,-106.547332,14549.78,64844.12,79393.9,2022-12-02-154633
Laggray Llc,3023 S First St,Tucumcari,NM,88401,35.16668,-103.738115,82616.69,700637.74,783254.43,2022-12-02-154633
Laughing Leaf Dispensary- St Francis Retail,900 St Francis Dr,Tularosa,NM,88352,33.07525,-106.01889,3655.05,6638.57,10293.62,2022-12-02-154633
Leaf And Flower Llc,6015 4th St NW,Albuquerque,NM,87107,35.13857,-106.641295,182482.83,351125.19,533608.02,2022-12-02-154633
Leaf And Flower Llc,1634 Alameda Blvd NW,Albuquerque,NM,87114,35.20161,-106.6469,752.38,3003.1,3755.48,2022-12-02-154633
Leaf And Flower Llc,11719 Menaul Blvd NE,Albuquerque,NM,87112,35.10907,-106.51008,6378.52,9901.29,16279.81,2022-12-02-154633
Leaf And Flower Llc,5910 Gibson Blvd SE,Albuquerque,NM,87108,35.05808,-106.5767,56822.82,81224.48,138047.3,2022-12-02-154633
Leaf And Flower Llc,10601 Central Ave NE,Albuquerque,NM,87123,35.069791,-106.512407,127555.15,238394.43,365949.58,2022-12-02-154633
Leaf Republic - Hwy 314 Nw Retail,127 Hwy 314 NW,Los Lunas,NM,87031,34.80813,-106.73587,0.0,38616.33,38616.33,2022-12-02-154633
Loves Cannabis,1220 Eubank Blvd NE Ste B,Albuquerque,NM,87112,35.121251,-106.533379,81732.45,246493.39,328225.84,2022-12-02-154633
Ltdm Llc - Isleta Blvd Retail,468 Isleta Blvd SW,Albuquerque,NM,87105,35.06194,-106.66743,74707.89,159323.33,234031.22,2022-12-02-154633
M.R.R.S. Llc - San Mateo Retail,2130 San Mateo Blvd NE Ste B,Albuquerque,NM,87110,35.10119,-106.58605,14627.3,46027.45,60654.75,2022-12-02-154633
"Madrid Cannabis, Inc - Railyard Ln, Retail",8 Railyard Ln,Madrid,NM,87010,35.40579,-106.15185,23126.9,96977.32,120104.22,2022-12-02-154633
Marcos Antonio Pagan Cartigiano - San Pedro - Retail,301 San Pedro NE,Albuquerque,NM,87108,35.0809,-106.57774,503.09,30691.48,31194.57,2022-12-02-154633
Masbuds Llc - Wyatt Dr Retail,142 Wyatt Dr,Las Cruces,NM,88005,32.299626,-106.775955,18285.15,30580.6,48865.75,2022-12-02-154633
May Flower - 5Th St Retail,301 S 5th St,Estancia,NM,87016,34.761763,-106.05543,37736.75,111759.89,149496.64,2022-12-02-154633
Mcgfarms Llc/ Retail Calle De Dan Albino,2309 Calle de Albino Suite 3,Mesilla,NM,88046,32.27504,-106.79486,1073.46,7635.44,8708.9,2022-12-02-154633
Mellow Harvest Dispensary Llc/ Retail N Canal St,117 N Canal St,Carlsbad,NM,88220,32.427428,-104.228973,60877.08,126442.33,187319.41,2022-12-02-154633
Mellow Harvest Dispensary Llc/ Retail N Canal St,117 S Canyon St,Carlsbad,NM,88220,32.41963,-104.22783,36271.7,82928.74,119200.44,2022-12-02-154633
Mercan Dreams Llc - Camino Del Pueblo Retail,872 Camino Del Pueblo,Bernalillo,NM,87004,35.312253,-106.547332,171.0,53617.97,53788.97,2022-12-02-154633
Mercan Dreams Llc- Berna Retail,965 US-550 Ste B,Bernalillo,NM,87004,35.32449,-106.56359,0.0,63596.31,63596.31,2022-12-02-154633
Minerva Canna Group Dispensary - Albuquerque,5800 Gibson SE,Albuquerque,NM,87106,35.059009,-106.633823,424877.3,538353.58,963230.88,2022-12-02-154633
Minerva Canna Group Dispensary - Los Lunas,336 Main Street,Los Lunas,NM,87031,34.804828,-106.705262,561487.72,416725.11,978212.83,2022-12-02-154633
Minerva Canna Group Dispensary- Alameda,3410 Hwy 528 NW Suite 105,Albuquerque,NM,87114,35.084103,-106.650985,388648.0,309107.34,697755.34,2022-12-02-154633
Minerva Canna Group Dispensary- Las Vegas,503 6th Street,Las Vegas,NM,87701,35.599036,-105.217728,302479.24,244646.1,547125.34,2022-12-02-154633
Minerva Canna Group Dispensary- Santa Fe/ Consumption,1710 Cerrillos Road,Santa Fe,NM,87507,35.666544,-105.969869,405615.23,552719.91,958335.14,2022-12-02-154633
Minerva Canna Group Dispensary-Bernalillo,113 W. Hwy 550,Bernalillo,NM,87004,35.31872,-106.54613,416842.26,545530.87,962373.13,2022-12-02-154633
Minerva Retail,125 E. Water St,Santa Fe,NM,87501,35.68644,-105.9389,105478.12,496388.56,601866.68,2022-12-02-154633
Mj Alta Vida Products Llc - San Mateo Retail,3094 San Mateo Blvd NE Ste 3100B,Albuquerque,NM,87110,35.084103,-106.650985,39223.86,92164.33,131388.19,2022-12-02-154633
Mj Express-O,203 S. Foch Street,Truth or Consequences,NM,87901,33.126323,-107.254215,728681.38,414167.98,1142849.36,2022-12-02-154633
Mj Express-O,755 S Telshor Blvd.. Bldg A,Las Cruces,NM,88011,32.31132,-106.74093,1805026.64,1824045.39,3629072.03,2022-12-02-154633
Mj Express-O Albuquerque,"417 Tramway Blvd. NE, Suite 2",Albuquerque,NM,87123,35.086878,-106.497335,1330970.2,1586515.06,2917485.26,2022-12-02-154633
Modern Medz Pharm/ Retail Bosque Farms Blvd,1495 Bosque Farms Blvd,Bosque Farms,NM,87068,34.860946,-106.690717,6537.87,12053.92,18591.79,2022-12-02-154633
Monster House Smoke Llc/ Retail N Solano Dr,301 N Solano Dr,Las Cruces,NM,88001,32.314959,-106.766892,30753.38,67369.26,98122.64,2022-12-02-154633
Mothers Meds Llc/ Retail E Main St Suite 105,5100 E Main St Suite 105,Farmington,NM,87402,36.76879,-108.1454,459.78,4495.73,4955.51,2022-12-02-154633
Mountain High Express,2381 Frontage Rd,Chama,NM,87520,34.09373,-106.89839,7540.42,70259.14,77799.56,2022-12-02-154633
Munchiez Cannabis Llc - Sudderth Dr Retail,1715 Sudderth Dr,Ruidoso,NM,88345,33.328558,-105.663388,220302.53,815744.37,1036046.9,2022-12-02-154633
Natural Rx,3414 State Hwy 47,Los Lunas,NM,87031,34.802146,-106.701674,186887.85,103433.38,290321.23,2022-12-02-154633
Natural Rx,508 Hwy. 85,Socorro,NM,87801,34.057277,-106.893017,370868.38,307143.16,678011.54,2022-12-02-154633
Natural Rx,4320 Lead Avenue SE,Albuquerque,NM,87108,35.079005,-106.632056,437981.53,547857.5,985839.03,2022-12-02-154633
Natural Rx,8612 PASEO ALAMEDA SUITE E,Albuquerque,NM,87113,35.084103,-106.650985,87409.79,79946.57,167356.36,2022-12-02-154633
Natural Rx Dispensary,2220 Grande Blvd. Suite C,Rio Rancho,NM,87124,35.233375,-106.664472,372413.52,262605.78,635019.3,2022-12-02-154633
Natures Secret Cannabis - 4Th St Retail,2523 4th St NW,Albuquerque,NM,87102,35.091249,-106.650342,406944.66,1100316.41,1507261.07,2022-12-02-154633
Natures Solution -,1220 E Mabry Dr,Clovis,NM,88101,34.3984,-103.19055,1133.6,8904.7,10038.31,2022-12-02-154633
New Heights Dispensary Inc/ Retail Chama St Ne Ste B,516 Chama St NE Ste B,Albuquerque,NM,87108,35.08425,-106.56604,4250.14,21628.35,25878.49,2022-12-02-154633
New Mexico Alternative Care,534 East Broadway,FARMINGTON,NM,87401,36.719687,-108.182395,349906.8,761565.58,1111472.38,2022-12-02-154633
New Mexico Drip Llc - Central Ave Retail,9012 Central Ave SE,Albuquerque,NM,87123,35.0694,-106.509661,5980.0,14580.82,20560.82,2022-12-02-154633
New Mexico Top Organics  Coors,5115 Coors Blvd. NW,Albuquerque,NM,87120,35.106803,-106.704488,321250.08,226410.05,547660.13,2022-12-02-154633
New Mexico Top Organics Ultra Health Inc,745 Highway 64,Eagle Nest,NM,87718,35.438365,-107.324492,39149.12,231175.88,270325.0,2022-12-02-154633
New Mexico Top Organics Ultra Health Inc,"4 George Court Suites B, C, D",Edgewood,NM,87015,35.061436,-106.191414,331902.01,557874.34,889776.35,2022-12-02-154633
New Mexico Top Organics Ultra Health Inc,824 E Route 66,Tucumcari,NM,88401,35.165084,-103.75884,171747.63,136764.98,308512.61,2022-12-02-154633
New Mexico Top Organics Ultra Health Inc,"1155 McNutt, Building B",Sunland Park,NM,88063,31.79427,-106.55807,119680.95,468289.04,587969.99,2022-12-02-154633
New Mexico Top Organics Ultra Health Inc,1965 Bataan Memorial,Las Cruces,NM,88012,32.351383,-106.76682,320505.0,245755.28,566260.28,2022-12-02-154633
Nm Altitude Retail,1100 State Highway 528 Ne Suite A,Rio Rancho,NM,87144,35.233375,-106.664472,152980.92,359103.16,512084.08,2022-12-02-154633
Nm Altitude Retail, 1100 State Highway 528 Ne Suite A,Rio Rancho,NM,87144,35.233375,-106.664472,176377.96,427693.07,604071.03,2022-12-02-154633
Nmto- Ultra Health Clovis Dispensary,1512 N. Prince,Clovis,NM,88101,34.393582,-103.196566,724787.95,702312.03,1427099.98,2022-12-02-154633
Nmto- Ultra Health Los Lunas Dispensary,5A Thomas Road,Los Lunas,NM,87031,34.814209,-106.761307,456182.15,263416.37,719598.52,2022-12-02-154633
Nmto- Ultra Health Sunland Park Dispensary,1155 McNutt Road,Sunland Park,NM,88063,31.80968,-106.590955,608302.53,4742417.59,5350720.12,2022-12-02-154633
Nmto- Ultra Healthalamogordo Dispensary,601 N White Sands Blvd,Alamogordo,NM,88310,32.901511,-105.960298,1114646.98,686892.14,1801539.12,2022-12-02-154633
Nmto-Ultra Health,1907 St. Michaels Drive,Santa Fe,NM,87505,35.65991,-105.96898,347144.86,318050.91,665195.77,2022-12-02-154633
Nmto-Ultra Health,3211 N Dal Paso,Hobbs,NM,88240,32.733511,-103.12758,773025.48,2185899.29,2958924.77,2022-12-02-154633
Nmto-Ultra Health,"3851 Southern Blvd., SE",Rio Rancho,NM,87124,35.241546,-106.670425,613954.42,587726.19,1201680.61,2022-12-02-154633
Nmto-Ultra Health,3213 Central Ave. NE,Albuquerque,NM,87106,35.081436,-106.626727,271626.96,351479.13,623106.09,2022-12-02-154633
Nmto-Ultra Health,"100 Coors Blvd., NW",Albuquerque,NM,87120,35.08052,-106.70997,518410.23,632972.36,1151382.59,2022-12-02-154633
Nmto-Ultra Health,7401 Menaul Blvd. NE,Albuquerque,NM,87110,35.108845,-106.531508,451738.95,317700.14,769439.09,2022-12-02-154633
Nmto-Ultra Health,"201 San Pedro, SE, Ste C",Albuquerque,NM,87108,35.134453,-106.577532,387550.63,335155.13,722705.76,2022-12-02-154633
Nmto-Ultra Health,524 S. 1st St.,Clayton,NM,88415,36.44344,-103.179361,80007.11,334403.28,414410.39,2022-12-02-154633
Nmto-Ultra Health,255 Camino Don Tomas,Bernalillo,NM,87004,35.31752,-106.5534,392839.69,360451.74,753291.43,2022-12-02-154633
Nmto-Ultra Health 4Th Street Dispensary,5700 4th Street NW,Albuquerque,NM,87109,35.134968,-106.641969,304016.14,320043.97,624060.11,2022-12-02-154633
Nmto-Ultra Health Espanola Dispensary,811 A. North Riverside Drive,Espanola,NM,87532,36.023218,-106.06371,563454.72,502273.27,1065727.99,2022-12-02-154633
Nmto-Ultra Health Farmington Dispensary,"4251 E. Main Street, Ste.s DE",Farmington,NM,87402,36.774322,-108.133162,232250.13,544097.39,776347.52,2022-12-02-154633
Nmto-Ultra Health Gallup Dispensary,200 W. Coal Ave,Gallup,NM,87301,35.523346,-108.756814,313089.86,1358789.63,1671879.49,2022-12-02-154633
Nmto-Ultra Health Las Cruces Dispensary,"1600 South Valley Drive, Suite D",Las Cruces,NM,88005,32.29048,-106.78447,1170041.8,1053363.4,2223405.2,2022-12-02-154633
Nmto-Ultra Health Las Vegas Dispensary,252/254 Mills Ave.,Las Vegas,NM,87701,35.605472,-105.22287,198192.17,204480.56,402672.73,2022-12-02-154633
Nmto-Ultra Health Roswell Dispensary,"2800 N. Main Street, Suite 4",Roswell,NM,88201,33.42811,-104.52366,486482.01,301387.67,787869.68,2022-12-02-154633
Nmto-Ultra Health Santa Fe Dispensary,3875 Cerrillos Rd,Santa Fe,NM,87507,35.620423,-106.028899,155587.35,105876.07,261463.42,2022-12-02-154633
Nmto-Ultra Health Silver City Dispensary,2320 Highway 180 East,Silver City,NM,88061,32.78734,-108.25122,1023775.5,678214.55,1701990.05,2022-12-02-154633
Occ Abq Llc,426 E Main St,Farmington,NM,87401,36.739005,-108.177531,59741.5,289688.0,349429.5,2022-12-02-154633
Occ Abq Llc,2925 Juan Tabo Blvd NE,Albuquerque,NM,87112,35.11593,-106.51609,248263.48,441688.4,689951.88,2022-12-02-154633
Occ Abq Llc,6311 Lomas Blvd NE,Albuquerque,NM,87111,35.08762,-106.57673,61444.0,97599.5,159043.5,2022-12-02-154633
Onestopsmokeshopvaper@Accessories - San Pedro Retail,1713 San Pedro Dr NE,Albuquerque,NM,87110,35.10918,-106.577475,5738.0,21096.0,26834.0,2022-12-02-154633
Organ Mountain Organix Llc - El Paseo Rd Retail,1300 El Paseo Rd Ste 1,Las Cruces,NM,88001,32.296563,-106.772954,57757.18,247534.43,305291.61,2022-12-02-154633
Organ Mountain Wellness Llc - Retail,1590 E Lohman Ave,Las Cruces,NM,88001,32.308852,-106.764603,315546.69,1118002.25,1433548.94,2022-12-02-154633
Organtica,1912 N. Date Street,Truth or Consequences,NM,87901,33.133153,-107.250398,296780.45,282358.58,579139.03,2022-12-02-154633
Organtica,1001 N. Pope Street,Silver City,NM,88061,32.777642,-108.275913,507810.33,495664.1,1003474.43,2022-12-02-154633
Organtica,4001 Menaul Avenue NE,Albuquerque,NM,87110,35.10947,-106.59901,482494.35,460610.58,943104.93,2022-12-02-154633
Organtica- Retail,3900 Central AV SW,Albuquerque,NM,87102,35.08668,-106.68291,144044.41,328330.04,472374.45,2022-12-02-154633
Outlaw Herbs - Ft Sumner Retail,731 4th St,Fort Sumner,NM,88119,34.476704,-104.245412,25195.26,62934.76,88130.02,2022-12-02-154633
Pajarito Healing Herb Llc/ Retail Isleta Blvd Sw,6016 Isleta Blvd SW,Albuquerque,NM,87105,34.98978,-106.69541,14167.8,37654.66,51822.46,2022-12-02-154633
Paradise Distro Llc,4615 Menaul Blvd NE Ste A,Albuquerque,NM,87110,35.10955,-106.59206,0.0,9161.42,9161.42,2022-12-02-154633
"Pecos Oasis, Llc- Retail", 221 South Canyon Street,Carlsbad,NM,88220,32.419142,-104.227722,34737.54,162047.86,196785.4,2022-12-02-154633
"Pecos Oasis, Llc- Retail",221 South Canyon Street,Carlsbad,NM,88220,32.419142,-104.227722,37398.45,219201.21,256599.66,2022-12-02-154633
Pecos Valley - Dispensary,313 W. Country Club,Roswell,NM,88201,33.394328,-104.522952,898555.78,859042.75,1757598.53,2022-12-02-154633
Pecos Valley - Dispensary,2460 Locust Street,Las Cruces,NM,88001,32.299545,-106.755778,604952.57,653281.46,1258234.03,2022-12-02-154633
Pecos Valley - Production,"3050 Roadrunner Parkway, Ste A2",Las Cruces,NM,88011,32.336029,-106.750329,729039.8,698887.23,1427927.03,2022-12-02-154633
Pecos Valley - Production,300 N White Sands Blvd.,Alamogordo,NM,88310,32.901511,-105.960298,701622.09,391748.3,1093370.39,2022-12-02-154633
Pecos Valley Dispensary-Clovis,5021 N. Prince,Clovis,NM,88101,34.393582,-103.196566,508216.66,661158.86,1169375.52,2022-12-02-154633
Pecos Valley Pharmaceuticals,810 W. Mermod St.,Carlsbad,NM,88220,32.420402,-104.236143,695679.35,693710.67,1389390.02,2022-12-02-154633
Pecos Valley Pharmaceuticals,251 98th St,Albuquerque,NM,87121,35.07657,-106.74469,279845.51,680339.87,960185.38,2022-12-02-154633
Pecos Valley Pharmaceuticals - Sunland Park,1925 Appaloosa Dr,Sunland Park,NM,88063,31.820033,-106.590547,580704.87,2795688.61,3376393.48,2022-12-02-154633
Pecos Valley Pharmaceuticals- 1St Retail,501 S. 1st  St,Artesia,NM,88210,32.83789,-104.39694,118549.88,215449.33,333999.21,2022-12-02-154633
Pecos Valley Pharmaceuticals- Retail Navajo,310 W Navajo Dr,Hobbs,NM,88240,32.740209,-103.140955,282932.41,628040.95,910973.36,2022-12-02-154633
Pecos Valley Production Dispensary,311 W. Broadway Street,Hobbs,NM,88240,32.700817,-103.142412,915593.37,2617709.31,3533302.68,2022-12-02-154633
Pecos Valley Production Dispensary,215 E 2nd Street,Portales,NM,88130,34.18708,-103.33508,535963.8,324134.57,860098.37,2022-12-02-154633
Pecos Valley Retail,1942 Old 66 HWY,Edgewood,NM,87105,35.061436,-106.191414,415547.63,578083.15,993630.78,2022-12-02-154633
Pecos Valley- Dispensary,5200 Eubank Blvd NE,Albuquerque,NM,87111,35.154232,-106.524295,181691.55,264703.32,446394.87,2022-12-02-154633
Pecos Valley- Dispensary,5200 Eubank Blvd NE Ste A2,Albuquerque,NM,87111,35.13796,-106.53162,33265.6,52271.99,85537.59,2022-12-02-154633
Pecos Valley- Retail,300 Granada St,Tularosa,NM,88352,33.073973,-106.018602,269359.31,256604.92,525964.23,2022-12-02-154633
Pecos Valley-Dispensary,812 N. Canal Street,Carlsbad,NM,88220,32.427428,-104.228973,298778.54,380172.54,678951.08,2022-12-02-154633
Pecos Valley-Dispensary Ruidoso,1000 Sudderth Drive,Ruidoso,NM,88345,33.328558,-105.663388,640858.43,819321.65,1460180.08,2022-12-02-154633
Pueblo Of Pojoaque Wo Povi Cannabis,68 Cities of Gold Rd,Santa Fe,NM,87506,35.88349,-106.01439,118687.34,289146.34,407833.68,2022-12-02-154633
Puff On 66 Llc - Route 66 Retail,912 E Route 66 Blvd,Tucumcari,NM,88401,35.17166,-103.7157,42417.47,293753.6,336171.07,2022-12-02-154633
Pur Life Retail, 7001 Montgomery Blvd,Albuquerque,NM,87109,35.131252,-106.607363,408380.85,722148.36,1130529.21,2022-12-02-154633
Pur Life Retail,7001 Montgomery Blvd,Albuquerque,NM,87109,35.13105,-106.56828,192568.15,379751.86,572320.01,2022-12-02-154633
"Purlife - Us-550 S, Bernalillo",501 US-550 S,Bernalillo,NM,87004,35.321882,-106.556403,498050.75,1202573.99,1700624.74,2022-12-02-154633
Purlife Dispensary,1000 Golf Course Rd SE,Rio Rancho,NM,87124,35.229916,-106.67708,1523768.89,1988736.9,3512505.79,2022-12-02-154633
Purlife Dispensary,123 N. White Sands Blvd,Alamogordo,NM,88310,32.901511,-105.960298,1950817.8,1850737.64,3801555.44,2022-12-02-154633
Purlife Dispensary,9800 Montgomery Blvd NE,Albuquerque,NM,87110,35.130738,-106.522295,1199094.97,1303380.09,2502475.06,2022-12-02-154633
Purlife Dispensary,3821-F Menaul Blvd. NE,Albuquerque,NM,87110,35.10946,-106.60152,1318934.8,1810800.45,3129735.25,2022-12-02-154633
Purlife Dispensary - Clovis,4101 North Prince St,Clovis,NM,88101,34.399485,-103.19657,859177.78,1236605.01,2095782.79,2022-12-02-154633
Purlife Dispensary Farmington,"3024 E. Main Street, Suite A.",Farmington,NM,87042,36.774322,-108.133162,782642.14,520786.0,1303428.14,2022-12-02-154633
Purlife Retail,301 N GRIMES ST,Hobbs,NM,88240,32.70372,-103.14509,197008.82,1068130.49,1265139.31,2022-12-02-154633
Purlife Retail,325 S MAIN ST,Roswell,NM,88203,33.39005,-104.52232,7878.06,12275.23,20153.29,2022-12-02-154633
Purlife Retail,2011 Mountain Road NW,Albuquerque,NM,87104,35.09859,-106.66864,36608.44,60882.26,97490.7,2022-12-02-154633
Purlife Retail, 301 N GRIMES ST,Hobbs,NM,88240,32.714508,-103.144847,367428.63,1356311.64,1723740.27,2022-12-02-154633
"R Greenleaf Organics Inc/ Retail Appaloosa Unit 1,2","1541 Appaloosas Unit 1, 2, Crossing Offices",Sunland Park,NM,88063,31.80121,-106.56456,4764.0,44136.65,48900.65,2022-12-02-154633
R R Hempire Llc - 401 Ralph Retail,401 Ralph,Chaparral,NM,88081,32.02362,-106.36059,1395.2,2347.39,3742.59,2022-12-02-154633
R. Greenleaf Organics Dispensary,4414 Menaul Blvd. NE,Albuquerque,NM,87110,35.108845,-106.531508,2075294.58,1633320.26,3708614.84,2022-12-02-154633
R. Greenleaf Organics Dispensary,4014 Central Avenue SE,Albuquerque,NM,87108,35.079398,-106.601646,1221355.31,1110104.52,2331459.83,2022-12-02-154633
R. Greenleaf Organics Dispensary,5201 Ouray NW,Albuquerque,NM,87120,35.112756,-106.699706,2591823.82,2374654.25,4966478.07,2022-12-02-154633
R. Greenleaf Organics Dispensary,10250 Cottonwood Park NW,Albuquerque,NM,87114,35.203646,-106.655196,2039747.47,1876969.57,3916717.04,2022-12-02-154633
R. Greenleaf Organics Dispensary Grants,899 East Roosevelt,Grants,NM,87020,35.161192,-107.826608,1075449.86,1144833.57,2220283.43,2022-12-02-154633
R. Greenleaf Organics Dispensary Las Cruces,2750 Mall Dr. SE,Las Cruces,NM,88011,32.307142,-106.74188,2253897.89,2472420.1,4726317.99,2022-12-02-154633
R. Greenleaf Organics Dispensary Las Vegas,615 E. Lincoln St,Las Vegas,NM,87701,35.593192,-105.211777,643719.89,557132.43,1200852.32,2022-12-02-154633
R. Greenleaf Organics Dispensary Roswell,4311 N. Main Street,Roswell,NM,88201,33.44699,-104.52273,1238982.4,648419.45,1887401.85,2022-12-02-154633
R. Greenleaf Organics Dispensary Santa Fe,403 W. Cordova Rd,Santa Fe,NM,87505,35.672445,-105.949191,623888.28,896764.58,1520652.86,2022-12-02-154633
R. Greenleaf Organics Inc - Clovis Retail,2009 Ross,Clovis,NM,88101,34.42672,-103.197861,69097.96,65742.49,134840.45,2022-12-02-154633
R. Greenleaf Organics Inc - Sudderth Retail,360 Sudderth,Ruidoso,NM,88345,33.328558,-105.663388,57711.63,130925.76,188637.39,2022-12-02-154633
"R. Greenleaf Organics, Inc.",9821 Montgomery Blvd,Albuquerque,NM,87111,35.130603,-106.500279,1787285.1,1094244.8,2881529.9,2022-12-02-154633
Raw Greens Llc - San Mateo Retail,2639 San Mateo Blvd,Albuquerque,NM,87110,35.11067,-106.58671,4296.0,8491.84,12787.84,2022-12-02-154633
Red Barn Growers,"2529 San Mateo Blvd., NE",Albuquerque,NM,87110,35.10873,-106.58674,246157.76,478447.06,724604.82,2022-12-02-154633
Red Barn Growers,1405 S. Valley Drive,Las Cruces,NM,88005,32.29275,-106.78442,524482.29,819653.36,1344135.65,2022-12-02-154633
Red Barn Growers,1005 East 66 Avenue,Gallup,NM,87301,35.528357,-108.743949,497503.14,1477662.29,1975165.43,2022-12-02-154633
Red Barn Growers Santa Fe Dispensary,1089 S. St. Francis Drive,Santa Fe,NM,87505,35.67483,-105.95295,381929.33,382984.82,764914.15,2022-12-02-154633
Red Gorilla Greens - 4Th St Retail,1100 4th St NW,Albuquerque,NM,87102,35.09524,-106.64943,3883.77,8330.58,12214.35,2022-12-02-154633
Reefer Madness Llc - Menaul Blvd Retail,7710 Menaul Blvd,Albuquerque,NM,87110,35.109048,-106.580868,21394.14,67054.95,88449.09,2022-12-02-154633
Releaf Cannabis Co/ Wyoming Blvd Ne,3116 Wyoming Blvd NE,Albuquerque,NM,87123,35.12065,-106.55069,3913.24,11584.91,15498.15,2022-12-02-154633
Ricardo O Wilson - Idaho Retail,1886 W Picacho Ave,Las Cruces,NM,88005,32.3118,-106.80448,1757.97,6882.15,8640.12,2022-12-02-154633
Rio Grande Farmaceuticals Llc,"6919 Montgomery Blvd NE, Suite B",Albuquerque,NM,87109,35.13142,-106.56991,545.6,602586.99,603132.59,2022-12-02-154633
"Rmc Nm, Inc - Anthony Retail",138 Anthony Dr,Anthony,NM,88021,32.017095,-106.60369,218718.77,2019505.69,2238224.46,2022-12-02-154633
"Rmc Nm, Inc - Clayton Retail",106 S First St,Clayton,NM,88415,36.4505,-103.1838,7816.46,491662.06,499478.52,2022-12-02-154633
"Rmc Nm, Inc - Farmington Retail",2800 Main St,Farmington,NM,87402,36.767777,-108.149941,21558.0,192451.12,214009.12,2022-12-02-154633
"Rmc Nm, Inc - Gallup Retail",1121 US 491,Gallup,NM,87301,35.53981,-108.75963,29527.61,291883.74,321411.35,2022-12-02-154633
"Rmc Nm, Inc - Silver City Retail",412 Silver Heights Blvd,Silver City,NM,88061,32.78235,-108.2714,59704.13,114313.03,174017.16,2022-12-02-154633
"Rmc Nm, Inc - T Or C Retail",280 Date St,Truth or Consequences,NM,87901,33.156723,-107.250882,138439.67,205433.23,343872.9,2022-12-02-154633
"Rmc Nm, Inc - Taos",101 Camino De La Placita,Taos,NM,87571,36.4061,-105.57407,2064.89,14242.14,16307.03,2022-12-02-154633
"Rmc Nm, Inc - Tucumcari Blvd Retail",605 W Tucumcari Blvd,Tucumcari,NM,88401,35.159634,-103.770477,23150.39,459350.46,482500.85,2022-12-02-154633
Road Runner Organics Llc - San Mateo Blvd Retail,1931 San Mateo Blvd NE,Albuquerque,NM,87110,35.09787,-106.58671,8974.13,11307.21,20281.34,2022-12-02-154633
Road Runner Organics Llc/ Retail Bosque Farms Blvd,2280 Bosque Farms Blvd,Bosque Farms,NM,87068,34.84135,-106.69068,1615.43,3912.14,5527.57,2022-12-02-154633
Road Runner Organics/ Retail Hwy 47,3524 Hwy 47,Peralta,NM,87042,34.829934,-106.689363,30662.43,48388.53,79050.96,2022-12-02-154633
Roadrunner Retail,2 Marietta Ct Ste B,Edgewood,NM,87015,35.065529,-106.200266,89579.06,258785.5,348364.56,2022-12-02-154633
Rollin Love Llc - 7Th St Retail,2140 7th St,Las Vegas,NM,87701,35.61496,-105.22443,47634.83,96636.68,144271.51,2022-12-02-154633
Root 66 Oragnix/ 4Th St Retail,1304 4th Street SW,Albuquerque,NM,87102,35.07274,-106.65367,0.0,85.0,85.0,2022-12-02-154633
